100248;12342;0;12/03/2019
100248;12613;0;24/03/2019
100248;12761;0;30/03/2019
100248;11849;0;06/04/2019
100248;10268;0;17/04/2019
100248;11849;1;22/04/2019
100248;10688;0;29/04/2019
100248;10688;1;30/04/2019
100248;10440;0;06/05/2019
100248;11596;0;18/05/2019
100248;11596;1;19/05/2019
100248;10358;0;24/05/2019
100248;11552;0;06/06/2019
100248;12225;0;14/06/2019
100248;11205;0;16/06/2019
100248;11552;1;19/06/2019
100248;11763;0;28/06/2019
100248;11763;1;03/07/2019
100248;11154;0;12/07/2019
100248;11154;1;13/07/2019
100248;11512;0;21/07/2019
100248;10293;0;22/07/2019
100248;10293;1;24/07/2019
100248;10244;0;29/07/2019
100248;12678;0;05/08/2019
100248;12391;0;08/08/2019
100248;10576;0;17/08/2019
100248;12391;1;19/08/2019
100248;10199;0;22/08/2019
100248;11158;0;28/08/2019
100248;10793;0;10/09/2019
100248;11729;0;17/09/2019
100248;11729;1;23/09/2019
100248;11490;0;29/09/2019
100248;10496;0;05/10/2019
100248;11490;1;11/10/2019
100248;10624;0;14/10/2019
100248;10137;0;20/10/2019
100248;11035;0;29/10/2019
100248;12312;0;30/10/2019
100248;10169;0;30/10/2019
100248;10558;0;30/10/2019
100248;10137;1;02/11/2019
100248;10169;1;05/11/2019
100248;10624;1;12/11/2019
100248;11934;0;13/11/2019
100248;11035;1;14/11/2019
100248;11934;1;16/11/2019
100248;10558;1;17/11/2019
100248;11012;0;24/11/2019
100248;12389;0;03/12/2019
100248;11585;0;08/12/2019
100248;11585;1;15/12/2019
100248;12029;0;16/12/2019
100248;11260;0;18/12/2019
100248;12225;0;22/12/2019
100248;12029;1;26/12/2019
100248;11578;0;30/12/2019
100248;10945;0;31/12/2019
100248;10293;0;08/01/2020
100248;12602;0;09/01/2020
100248;10945;1;10/01/2020
100248;10293;1;16/01/2020
100248;10642;0;16/01/2020
100248;11299;0;26/01/2020
100248;12602;1;28/01/2020
100248;12344;0;30/01/2020
100248;12263;0;10/02/2020
100248;12344;1;11/02/2020
100248;10781;0;12/02/2020
100248;10624;0;13/02/2020
100248;10781;1;14/02/2020
100248;11299;1;16/02/2020
100248;12263;1;18/02/2020
100248;10554;0;19/02/2020
100248;10624;1;25/02/2020
100248;10268;0;26/02/2020
100273;10449;0;12/03/2019
100273;10449;1;14/03/2019
100273;11849;0;25/03/2019
100273;11849;1;04/04/2019
100273;10165;0;07/04/2019
100273;12078;0;21/04/2019
100273;12368;0;03/05/2019
100273;11907;0;11/05/2019
100273;11377;0;21/05/2019
100273;11377;1;27/05/2019
100273;10334;0;03/06/2019
100273;10502;0;03/06/2019
100273;10334;1;05/06/2019
100273;10502;1;09/06/2019
100273;11978;0;10/06/2019
100273;11476;0;12/06/2019
100273;11978;1;14/06/2019
100273;12263;0;19/06/2019
100273;11512;0;30/06/2019
100273;12263;1;02/07/2019
100273;10965;0;13/07/2019
100273;10964;0;14/07/2019
100273;10058;0;19/07/2019
100273;11035;0;19/07/2019
100273;10964;1;24/07/2019
100273;11035;1;25/07/2019
100273;12635;0;28/07/2019
100273;10724;0;30/07/2019
100273;10464;0;07/08/2019
100273;12085;0;17/08/2019
100273;12761;0;24/08/2019
100273;10268;0;27/08/2019
100273;12316;0;03/09/2019
100273;12316;1;05/09/2019
100273;10257;0;06/09/2019
100273;12085;1;10/09/2019
100273;10257;1;10/09/2019
100273;10054;0;11/09/2019
100273;11179;0;11/09/2019
100273;11179;1;14/09/2019
100273;11299;0;22/09/2019
100273;11299;1;25/09/2019
100273;10054;1;30/09/2019
100273;10222;0;01/10/2019
100273;10222;1;07/10/2019
100273;11074;0;14/10/2019
100273;11739;0;16/10/2019
100273;11074;1;18/10/2019
100273;11405;0;25/10/2019
100273;11512;0;01/11/2019
100273;10841;0;10/11/2019
100273;12613;0;23/11/2019
100273;12248;0;07/12/2019
100273;10954;0;16/12/2019
100273;12248;1;18/12/2019
100273;11280;0;30/12/2019
100273;11552;0;30/12/2019
100273;11763;0;07/01/2020
100273;10165;0;07/01/2020
100273;12720;0;09/01/2020
100273;11763;1;12/01/2020
100273;12720;1;13/01/2020
100273;11552;1;20/01/2020
100273;10887;0;23/01/2020
100273;11682;0;23/01/2020
100273;10887;1;24/01/2020
100273;11682;1;29/01/2020
100273;10398;0;01/02/2020
100273;10398;1;03/02/2020
100273;10170;0;05/02/2020
100273;10464;0;10/02/2020
100273;10195;0;24/02/2020
100273;12761;0;25/02/2020
100273;10195;1;28/02/2020
100273;11953;0;03/03/2020
100273;10491;0;09/03/2020
100273;10491;1;15/03/2020
100273;10714;0;23/03/2020
100273;11659;0;25/03/2020
100273;10714;1;28/03/2020
100273;11659;1;28/03/2020
100273;11849;0;30/03/2020
100273;11849;1;04/04/2020
100273;10878;0;05/04/2020
100273;10222;0;11/04/2020
100273;10222;1;17/04/2020
100273;10781;0;18/04/2020
100273;10781;1;20/04/2020
100273;10293;0;23/04/2020
100273;10293;1;25/04/2020
100562;11428;0;12/03/2019
100562;11428;0;14/03/2019
100562;11997;0;15/03/2019
100562;11783;0;25/03/2019
100562;11997;1;30/03/2019
100562;11158;0;07/04/2019
100562;10965;0;13/04/2019
100562;10993;0;26/04/2019
100562;10150;0;26/04/2019
100562;10449;0;09/05/2019
100562;10449;1;14/05/2019
100562;10334;0;21/05/2019
100562;10334;1;26/05/2019
100562;12312;0;03/06/2019
100562;12613;0;09/06/2019
100562;10398;0;14/06/2019
100562;12075;0;18/06/2019
100562;10398;1;20/06/2019
100562;11578;0;21/06/2019
100562;12342;0;22/06/2019
100562;12075;1;24/06/2019
100562;11795;0;05/07/2019
100562;11795;1;06/07/2019
100562;11350;0;11/07/2019
100562;10491;0;15/07/2019
100562;10491;1;17/07/2019
100562;11377;0;20/07/2019
100562;11823;0;23/07/2019
100562;11377;1;24/07/2019
100562;11823;1;24/07/2019
100562;10440;0;27/07/2019
100562;10781;0;10/08/2019
100562;10781;1;13/08/2019
100562;12635;0;18/08/2019
100562;10110;0;23/08/2019
100562;10110;1;28/08/2019
100562;10293;0;01/09/2019
100562;10293;1;05/09/2019
100562;12770;0;08/09/2019
100562;12434;0;16/09/2019
100562;10624;0;17/09/2019
100562;12583;0;19/09/2019
100562;12792;0;25/09/2019
100562;10624;1;26/09/2019
100562;12583;1;30/09/2019
100562;12770;1;01/10/2019
